log_filename,freq1,freq2,freq3,freq4,freq5,freq6,IR1,IR2,IR3,IR4,IR5,IR6,raman1,raman2,raman3,raman4,raman5,raman6,adsorp_energy,CO_NPAcharge
33.log,12.9041,16.3605,20.9621,108.6557,122.8246,2223.7644,0.0212,0.0162,0.6155,0.7903,0.2085,123.3187,0.3309,0.2206,0.6298,1.3904,0.5019,52.8052,-0.2377,0.11054
34.log,14.8219,16.8575,23.5658,117.9809,125.6201,2224.0059,0.0189,0.0181,0.5421,0.6111,0.2135,123.1933,0.3286,0.248,0.4755,1.0772,0.4898,50.6474,-0.24202,0.11201
35.log,16.1053,17.1498,25.0731,124.6569,127.7564,2224.2004,0.0189,0.0179,0.5019,0.4173,0.2165,122.9575,0.3279,0.287,0.3665,0.7677,0.4814,48.9467,-0.245581,0.11309
36.log,16.8833,17.2077,25.3813,128.4301,129.1694,2224.3197,0.0196,0.0177,0.4813,0.274,0.2178,122.6947,0.3257,0.3146,0.3047,0.5508,0.4774,47.8555,-0.247859,0.11373
37.log,0,0,16.2382,23.9751,84.6084,2219.2151,0,0,0.0495,0.0571,0.07,57.6719,0,0,0.1231,0.1247,0.2307,26.7232,-0.095868,0.07801
38.log,0,0,19.5855,31.7276,76.5317,2219.2611,0,0,0.0661,0.0272,0.0471,62.4163,0,0,0.0639,0.2626,0.2749,31.6766,-0.109703,0.07886
39.log,0,0,19.9223,42.6358,69.8909,2219.4281,0,0,0.0591,0.0276,0.0302,68.5427,0,0,0.0557,0.3606,0.3159,36.9502,-0.122654,0.08024
40.log,0,0,19.2802,53.5717,64.7603,2219.6374,0,0,0.0517,0.0333,0.0184,75.5964,0,0,0.0511,0.436,0.3376,42.2796,-0.13502,0.0821
41.log,0,0,17.8727,60.2411,63.9285,2219.8958,0,0,0.045,0.0093,0.0445,83.0927,0,0,0.0437,0.3612,0.4756,47.3755,-0.146961,0.08436
42.log,0,0,18.0311,57.9164,73.063,2220.1794,0,0,0.0401,0.0033,0.0594,90.5852,0,0,0.0463,0.3565,0.5041,51.9433,-0.158586,0.08693
43.log,0,0,17.2929,56.6605,81.3038,2220.5269,0,0,0.0348,0.002,0.0779,97.7609,0,0,0.052,0.3558,0.5144,55.7532,-0.169861,0.08973
44.log,0,0,16.1113,56.4155,88.7456,2220.9633,0,0,0.0299,0.0091,0.0987,104.3514,0,0,0.0604,0.3698,0.516,58.597,-0.180735,0.09268
45.log,0,0,16.3252,57.8532,95.5213,2221.4058,0,0,0.0261,0.0375,0.1209,110.0381,0,0,0.0739,0.42,0.5148,60.3587,-0.191155,0.09568
46.log,0,0,15.9643,60.8738,101.5903,2221.8381,0,0,0.0226,0.1183,0.1423,114.6623,0,0,0.0878,0.5636,0.5091,60.9874,-0.201021,0.09864
47.log,0,0,15.7433,66.7079,107.1113,2222.2841,0,0,0.02,0.3114,0.1615,118.1905,0,0,0.1029,0.8874,0.5014,60.5644,-0.210253,0.1015
48.log,0,0,15.7339,75.8564,112.197,2222.7133,0,0,0.0188,0.6098,0.1779,120.6693,0,0,0.1179,1.3394,0.4953,59.2584,-0.218768,0.10419
49.log,0,7.7713,15.8632,87.3133,116.6898,2223.1022,0,0.0147,0.0208,0.8409,0.1902,122.2084,0,0.3224,0.1306,1.6331,0.4871,57.3039,-0.226476,0.10664
50.log,11.2522,15.3752,16.3835,99.035,120.6388,2223.4735,0.0616,0.4802,0.2291,0.8868,0.1991,122.9856,0.3635,0.8422,0.1732,1.6233,0.4798,54.9946,-0.233254,0.10879
51.log,13.7838,16.4563,21.4914,109.6157,123.9553,2223.781,0.0238,0.016,0.6049,0.7822,0.2062,123.2146,0.3306,0.2323,0.6018,1.3958,0.4757,52.6377,-0.238816,0.11062
52.log,15.3329,16.8727,24.0464,118.4043,126.4881,2224.0204,0.02,0.0172,0.5373,0.5984,0.2123,123.1158,0.3279,0.2574,0.4582,1.0729,0.4749,50.5127,-0.24274,0.11208
53.log,16.3483,17.1508,25.1779,124.8176,128.2594,2224.2096,0.0194,0.0176,0.4992,0.4065,0.2163,122.8847,0.3278,0.2909,0.3582,0.761,0.4753,48.8514,-0.245755,0.11313
54.log,16.939,17.1981,25.4496,128.5359,129.3002,2224.325,0.0197,0.0176,0.4801,0.2684,0.2175,122.6602,0.3263,0.3156,0.3009,0.5462,0.4758,47.8065,-0.247788,0.11374
55.log,0,0,18.1261,23.7773,85.668,2219.1895,0,0,0.0308,0.078,0.0701,57.6923,0,0,0.173,0.0839,0.2145,27.1101,-0.096695,0.07815
56.log,0,0,21.9313,30.7714,77.1749,2219.241,0,0,0.0683,0.0276,0.0471,62.5515,0,0,0.069,0.245,0.2625,32.0834,-0.110641,0.07899
57.log,0,0,20.9906,41.8793,69.8903,2219.4104,0,0,0.0591,0.0309,0.0304,68.7428,0,0,0.0582,0.307,0.3136,37.3363,-0.123596,0.08036
58.log,0,0,21.0245,52.5257,64.809,2219.6188,0,0,0.052,0.0384,0.0182,75.8167,0,0,0.055,0.3501,0.3357,42.6166,-0.135962,0.08221
59.log,0,0,19.214,60.1549,62.6345,2219.8923,0,0,0.0447,0.0103,0.0495,83.3221,0,0,0.0458,0.355,0.3729,47.6461,-0.147903,0.08446
60.log,0,0,18.0066,57.6513,71.6668,2220.2173,0,0,0.0391,0.0033,0.0655,90.8527,0,0,0.0446,0.3581,0.3874,52.1467,-0.15954,0.08704
61.log,0,0,17.8517,56.7187,80.0335,2220.5772,0,0,0.0345,0.0019,0.0833,98.0172,0,0,0.0513,0.3574,0.3944,55.8836,-0.170857,0.08985
62.log,0,0,17.0171,56.6582,87.7519,2221.001,0,0,0.0297,0.0102,0.1027,104.5387,0,0,0.0598,0.3744,0.3986,58.6436,-0.181761,0.09279
63.log,0,0,16.5512,58.2714,94.9066,2221.4424,0,0,0.0258,0.0434,0.123,110.1661,0,0,0.0728,0.4373,0.4039,60.3171,-0.192176,0.09579
64.log,0,0,16.1073,61.7321,101.4235,2221.8758,0,0,0.0225,0.1386,0.1426,114.722,0,0,0.0873,0.6115,0.409,60.8735,-0.201999,0.09876
65.log,0,0,15.9556,68.0796,107.3665,2222.3148,0,0,0.02,0.3558,0.1601,118.1869,0,0,0.1025,0.9789,0.4149,60.3961,-0.211132,0.10161
66.log,0,1.7336,15.9683,77.6752,112.8445,2222.7394,0,0.012,0.0191,0.6621,0.1756,120.615,0,0.3124,0.1168,1.4419,0.4242,59.0587,-0.219474,0.10428
67.log,0,9.5964,16.0592,89.1333,117.6541,2223.1285,0,0.0188,0.0233,0.87,0.1877,122.1229,0,0.3219,0.1247,1.6979,0.4328,57.0972,-0.226928,0.10673
68.log,12.4985,15.8879,17.344,100.4701,121.7501,2223.4933,0.0483,0.1478,0.5586,0.8911,0.197,122.8853,0.3465,0.5002,0.5026,1.6498,0.4417,54.7996,-0.2334,0.10887
69.log,14.6156,16.4783,22.0679,110.516,125.0131,2223.7972,0.0237,0.0166,0.5965,0.7731,0.2045,123.1112,0.3263,0.246,0.5774,1.3999,0.4516,52.468,-0.238787,0.11069
70.log,15.8339,16.8077,24.1762,118.7914,127.2844,2224.0328,0.0207,0.0166,0.5333,0.5866,0.2105,123.0157,0.3256,0.2656,0.4442,1.0683,0.4612,50.3795,-0.243067,0.11213
71.log,16.6077,17.1061,24.92,124.9726,128.7279,2224.2163,0.0197,0.0173,0.4973,0.3973,0.2149,122.7902,0.3264,0.2947,0.3512,0.7552,0.4691,48.7603,-0.246345,0.11316
72.log,17.0033,17.1765,25.4976,128.6031,129.4488,2224.3281,0.0198,0.0175,0.4789,0.263,0.2171,122.6331,0.3265,0.3173,0.2971,0.5415,0.4744,47.766,-0.247106,0.11376
73.log,0,0,18.6678,24.2018,85.7294,2219.1872,0,0,0.0287,0.0804,0.0694,57.743,0,0,0.1811,0.0811,0.2105,27.3371,-0.097165,0.07821
74.log,0,0,22.5831,31.0929,77.1544,2219.244,0,0,0.0688,0.0277,0.0466,62.655,0,0,0.0712,0.2434,0.2596,32.3194,-0.11117,0.07906
75.log,0,0,21.4245,42.2067,69.7499,2219.4196,0,0,0.0591,0.032,0.0301,68.8771,0,0,0.0598,0.2952,0.3127,37.5652,-0.124162,0.08044
76.log,0,0,21.4351,52.6445,64.6556,2219.6335,0,0,0.052,0.0406,0.0177,75.962,0,0,0.0561,0.3265,0.3362,42.8215,-0.136562,0.08231
77.log,0,0,19.5035,60.0247,62.4926,2219.9137,0,0,0.0446,0.0112,0.0508,83.4656,0,0,0.0464,0.3474,0.3482,47.8131,-0.148541,0.08457
78.log,0,0,18.1719,57.5324,71.4006,2220.2432,0,0,0.0389,0.0032,0.068,90.9831,0,0,0.0447,0.3566,0.3506,52.267,-0.160221,0.08715
79.log,0,0,18.0949,56.6842,79.7204,2220.61,0,0,0.0343,0.0017,0.0856,98.1188,0,0,0.0514,0.3572,0.353,55.9494,-0.171585,0.08997
80.log,0,0,17.133,56.7165,87.436,2221.0304,0,0,0.0295,0.011,0.1044,104.6022,0,0,0.0596,0.378,0.3553,58.6535,-0.182535,0.09291
81.log,0,0,16.6494,58.5171,94.6712,2221.4685,0,0,0.0257,0.048,0.1235,110.1893,0,0,0.0725,0.4513,0.3598,60.2737,-0.192995,0.09589
82.log,0,0,16.2411,62.2479,101.3911,2221.9079,0,0,0.0224,0.1539,0.142,114.7049,0,0,0.0869,0.6479,0.3669,60.7831,-0.202864,0.09885
83.log,0,0,16.1113,68.9634,107.5235,2222.3401,0,0,0.02,0.388,0.159,118.1306,0,0,0.1021,1.0454,0.3769,60.2662,-0.212041,0.10171
84.log,0,4.2266,16.1519,78.8677,113.1513,2222.7608,0,0.0125,0.0192,0.6966,0.174,120.5268,0,0.3102,0.1162,1.5108,0.3909,58.9017,-0.220427,0.10438
85.log,0,10.3012,16.2371,90.3333,118.0913,2223.1522,0,0.0204,0.0245,0.8872,0.1866,122.0103,0,0.3217,0.1224,1.7377,0.4069,56.9281,-0.227926,0.10682
86.log,13.0645,15.9324,17.63,101.4404,122.235,2223.5072,0.034,0.1473,0.5605,0.8915,0.1967,122.7579,0.3262,0.495,0.5054,1.6625,0.424,54.6333,-0.234433,0.10894
87.log,15.0125,16.4678,21.9328,111.1879,125.5,2223.8084,0.0206,0.0188,0.5911,0.7644,0.2045,122.9823,0.3169,0.2604,0.5598,1.3971,0.4411,52.3197,-0.239763,0.11074
88.log,16.1594,16.7712,23.926,119.203,127.7206,2224.0431,0.0198,0.0167,0.5308,0.5756,0.2103,122.8981,0.3193,0.2749,0.4342,1.0597,0.4559,50.2584,-0.243429,0.11218
89.log,16.7722,17.0065,24.9262,125.1454,128.9888,2224.2246,0.0196,0.017,0.4956,0.3885,0.2144,122.7064,0.3228,0.3006,0.3444,0.7473,0.4671,48.6682,-0.246136,0.11319
90.log,17.0766,17.172,25.5208,128.6932,129.5774,2224.329,0.0199,0.0174,0.4778,0.2579,0.2167,122.6142,0.3262,0.3198,0.2935,0.5365,0.4738,47.7356,-0.246737,0.11378
91.log,0,0,17.8211,24.9232,84.7177,2219.2074,0,0,0.0453,0.0618,0.0681,57.8111,0,0,0.1433,0.1215,0.2204,27.3772,-0.0976,0.07818
92.log,0,0,21.1409,32.6876,76.4124,2219.2669,0,0,0.0665,0.0279,0.0458,62.6956,0,0,0.0702,0.2633,0.2669,32.3602,-0.11162,0.07908
93.log,0,0,21.1901,43.6866,69.4975,2219.4553,0,0,0.0592,0.0299,0.0292,68.9072,0,0,0.0597,0.3376,0.3123,37.6151,-0.124684,0.08049
94.log,0,0,20.5354,54.3227,64.3582,2219.683,0,0,0.0517,0.0376,0.0172,75.9946,0,0,0.0546,0.3826,0.3359,42.8752,-0.137135,0.08238
95.log,0,0,18.6677,59.901,64.2364,2219.9576,0,0,0.0446,0.0096,0.0485,83.4838,0,0,0.0452,0.3481,0.4118,47.8658,-0.14914,0.08466
96.log,0,0,18.5407,57.6059,73.1731,2220.2473,0,0,0.0396,0.0028,0.0649,90.9307,0,0,0.0464,0.3522,0.4181,52.3017,-0.160812,0.08726
97.log,0,0,17.9197,56.5739,81.294,2220.6116,0,0,0.0345,0.0018,0.0835,98.0162,0,0,0.0521,0.3546,0.4192,55.9544,-0.172113,0.09008
98.log,0,0,16.5651,56.5733,88.6816,2221.042,0,0,0.0295,0.0113,0.1039,104.5,0,0,0.06,0.3778,0.4174,58.6345,-0.182976,0.09302
99.log,0,0,16.7139,58.4472,95.5541,2221.4788,0,0,0.0258,0.0491,0.1244,110.0752,0,0,0.0732,0.4533,0.4154,60.2357,-0.193339,0.09601
100.log,0,0,16.483,62.1892,101.964,2221.9309,0,0,0.0224,0.1562,0.144,114.5872,0,0,0.0871,0.6524,0.4148,60.7202,-0.20309,0.09896
101.log,0,0,16.2513,68.9962,107.7551,2222.3588,0,0,0.02,0.3917,0.1618,118.0116,0,0,0.1016,1.0521,0.416,60.1789,-0.212133,0.10181
102.log,0,3.1485,16.1954,79.0252,113.0744,2222.7779,0,0.0124,0.0193,0.6991,0.1765,120.406,0,0.3112,0.1149,1.5157,0.4191,58.7915,-0.220374,0.10447
103.log,0,9.8564,16.3122,90.6403,117.8514,2223.176,0,0.018,0.025,0.886,0.1887,121.8874,0,0.3195,0.1215,1.7371,0.4259,56.7998,-0.227727,0.10689
104.log,12.858,16.061,17.7461,101.873,121.9387,2223.5207,0.0187,0.1512,0.5618,0.8867,0.1986,122.6366,0.313,0.4966,0.5027,1.6569,0.4359,54.4987,-0.234125,0.10901
105.log,14.8058,16.6404,22.0145,111.6824,125.2754,2223.8206,0.0166,0.02,0.5875,0.756,0.207,122.8696,0.3116,0.2652,0.5508,1.3866,0.4492,52.1903,-0.239547,0.11079
106.log,16.0324,16.9647,24.0677,119.6685,127.659,2224.0562,0.0173,0.0181,0.528,0.5647,0.2134,122.8061,0.3123,0.2847,0.4253,1.0457,0.4622,50.1459,-0.243972,0.11222
107.log,16.7492,17.1355,25.1095,125.4568,129.0503,2224.2333,0.0179,0.0185,0.4935,0.3785,0.2168,122.6559,0.3167,0.3098,0.3377,0.7346,0.4714,48.5905,-0.24648,0.11322
108.log,17.1114,17.1877,25.5135,128.8093,129.6494,2224.3282,0.0188,0.0184,0.477,0.2526,0.2173,122.603,0.3238,0.324,0.2905,0.5302,0.4755,47.7103,-0.24729,0.1138
109.log,0,0,15.0792,25.8678,83.0787,2219.2499,0,0,0.0624,0.0411,0.0667,57.9149,0,0,0.0942,0.1744,0.2385,27.2599,-0.098726,0.07809
110.log,0,0,17.5102,34.6626,75.2075,2219.325,0,0,0.0652,0.0253,0.0448,62.7533,0,0,0.0609,0.308,0.2815,32.2328,-0.112724,0.07903
111.log,0,0,18.8351,45.6888,69.0931,2219.5018,0,0,0.0586,0.0262,0.0282,68.9298,0,0,0.0562,0.418,0.3149,37.5018,-0.125895,0.08049
112.log,0,0,19.1472,56.4999,64.2767,2219.7211,0,0,0.0519,0.0328,0.0161,75.979,0,0,0.0528,0.4899,0.3336,42.7881,-0.138456,0.08242
113.log,0,0,17.8791,59.8643,66.44,2219.983,0,0,0.0451,0.0085,0.0436,83.4227,0,0,0.0448,0.3467,0.5339,47.7936,-0.150527,0.08474
114.log,0,0,18.3824,57.703,75.27,2220.2545,0,0,0.0404,0.0024,0.0597,90.8248,0,0,0.0481,0.3482,0.548,52.2366,-0.162215,0.08736
115.log,0,0,18.0795,56.552,83.1685,2220.6308,0,0,0.0352,0.0018,0.079,97.8995,0,0,0.0532,0.353,0.5485,55.8985,-0.173481,0.09018
116.log,0,0,17.1691,56.5604,90.2186,2221.0528,0,0,0.0301,0.011,0.1008,104.3639,0,0,0.0615,0.3739,0.5409,58.5858,-0.184277,0.09313
117.log,0,0,16.7923,58.2302,96.6594,2221.4829,0,0,0.0261,0.0465,0.123,109.9251,0,0,0.0736,0.4434,0.5289,60.1733,-0.194548,0.09613
118.log,0,0,16.4707,61.8413,102.6269,2221.9479,0,0,0.0226,0.1485,0.1447,114.4385,0,0,0.0873,0.6315,0.5155,60.6439,-0.204203,0.09908
119.log,0,0,16.2648,68.5059,107.9072,2222.3706,0,0,0.0201,0.3757,0.1644,117.8752,0,0,0.1007,1.016,0.5014,60.0949,-0.213146,0.10191
120.log,0,0,16.1882,78.4763,112.7466,2222.7886,0,0,0.02,0.6807,0.1801,120.286,0,0,0.1117,1.4755,0.4872,58.701,-0.221271,0.10456
121.log,0,8.7502,16.381,90.294,117.2147,2223.1979,0,0.0174,0.0299,0.8736,0.1923,121.7874,0,0.3224,0.1147,1.7065,0.4764,56.7047,-0.228464,0.10696
122.log,12.1308,16.1669,18.2264,101.8774,121.144,2223.5338,0.0143,0.1259,0.5832,0.8797,0.2018,122.5559,0.3152,0.4584,0.531,1.6357,0.4698,54.4014,-0.234584,0.10908
123.log,14.2951,16.8332,22.3411,112.0432,124.5274,2223.8324,0.0151,0.0202,0.5825,0.7496,0.2104,122.8069,0.3156,0.2647,0.5406,1.3697,0.4705,52.0979,-0.239472,0.11085
124.log,15.7153,17.1741,24.2522,120.1749,127.1484,2224.0684,0.0163,0.0185,0.5248,0.555,0.218,122.7637,0.3162,0.2841,0.4174,1.0283,0.4767,50.0732,-0.243021,0.11225
125.log,16.6462,17.3163,25.1585,125.8711,128.8805,2224.2388,0.0172,0.0189,0.4918,0.3675,0.2214,122.637,0.3194,0.31,0.3323,0.7187,0.4816,48.5521,-0.245596,0.11325
126.log,17.0961,17.2351,25.4519,128.9462,129.6492,2224.326,0.0179,0.0192,0.4761,0.2466,0.2194,122.5968,0.324,0.3253,0.2881,0.5222,0.4797,47.6879,-0.247738,0.11381
127.log,0,0,11.4039,27.1333,81.3542,2219.2912,0,0,0.0715,0.0276,0.0657,58.04,0,0,0.0564,0.2164,0.2589,27.1195,-0.097961,0.07797
128.log,0,0,14.8987,36.7484,74.2438,2219.3793,0,0,0.0655,0.0218,0.0436,62.8411,0,0,0.0519,0.3599,0.293,32.0955,-0.111964,0.07897
129.log,0,0,16.9499,47.7923,68.798,2219.5336,0,0,0.0586,0.0229,0.0271,68.9705,0,0,0.0525,0.5038,0.3129,37.3832,-0.125229,0.08049
130.log,0,0,17.6791,58.4006,63.8457,2219.7385,0,0,0.0522,0.0293,0.0153,75.9752,0,0,0.0493,0.5983,0.3347,42.6914,-0.137867,0.08245
131.log,0,0,17.8028,59.9095,68.0359,2219.9924,0,0,0.0463,0.0075,0.0403,83.3903,0,0,0.0469,0.3458,0.6527,47.711,-0.149997,0.0848
132.log,0,0,18.0671,57.748,76.6254,2220.2797,0,0,0.0411,0.0021,0.056,90.804,0,0,0.05,0.3473,0.6723,52.1759,-0.161693,0.08743
133.log,0,0,17.6263,56.4551,84.3239,2220.6691,0,0,0.0357,0.0016,0.0751,97.8749,0,0,0.0542,0.353,0.6717,55.8501,-0.172939,0.09028
134.log,0,0,17.4824,56.5806,91.1177,2221.065,0,0,0.031,0.0109,0.097,104.2834,0,0,0.0634,0.3713,0.6582,58.5415,-0.183709,0.09324
135.log,0,0,16.9023,58.0384,97.2848,2221.4828,0,0,0.0265,0.0447,0.12,109.8146,0,0,0.0749,0.4354,0.6363,60.1378,-0.193939,0.09622
136.log,0,0,16.4768,61.5231,102.9977,2221.9608,0,0,0.0228,0.1423,0.1427,114.3314,0,0,0.088,0.6134,0.6109,60.6205,-0.20356,0.09917
137.log,0,0,16.2605,68.0135,107.9266,2222.3779,0,0,0.0203,0.3608,0.1639,117.785,0,0,0.1002,0.9804,0.5826,60.0769,-0.212496,0.10199
138.log,0,0,16.174,77.846,112.4119,2222.7943,0,0,0.0207,0.6617,0.1814,120.2158,0,0,0.1097,1.4315,0.5541,58.6781,-0.220667,0.10464
139.log,0,7.6298,16.4161,89.7723,116.6158,2223.2146,0,0.0158,0.0329,0.8601,0.1947,121.7378,0,0.3242,0.1116,1.6708,0.5289,56.6745,-0.227981,0.10703
140.log,11.3794,16.1875,18.3674,101.6781,120.3392,2223.5417,0.013,0.1256,0.5793,0.8726,0.2044,122.5245,0.3194,0.4578,0.5244,1.6102,0.5077,54.3655,-0.234334,0.10913
141.log,13.8136,16.9675,22.4146,112.3182,123.6896,2223.8391,0.0144,0.0199,0.579,0.7457,0.212,122.7886,0.3205,0.2611,0.536,1.3523,0.4942,52.0597,-0.23962,0.1109
142.log,15.4796,17.3455,24.256,120.7398,126.4987,2224.0762,0.0158,0.0183,0.5226,0.5501,0.2195,122.7539,0.3213,0.2797,0.4141,1.0148,0.49,50.038,-0.24373,0.11228
143.log,16.5655,17.4431,25.0866,126.349,128.5517,2224.2409,0.0169,0.0189,0.4906,0.3595,0.2249,122.634,0.3227,0.3079,0.3295,0.706,0.4909,48.5237,-0.246479,0.11326
144.log,17.0474,17.2513,25.3899,129.078,129.5665,2224.324,0.0177,0.0194,0.4755,0.2399,0.2232,122.5887,0.3249,0.3253,0.2861,0.5123,0.4869,47.6689,-0.247608,0.11381
145.log,0,0,9.0107,28.026,80.4341,2219.3203,0,0,0.0746,0.0222,0.0647,58.1185,0,0,0.0407,0.2384,0.2707,27.061,-0.098682,0.07792
146.log,0,0,14.2394,38.1282,74.285,2219.3991,0,0,0.0663,0.0197,0.0422,62.9066,0,0,0.0487,0.3924,0.2909,32.0499,-0.11273,0.07894
147.log,0,0,15.8351,49.1326,68.2618,2219.5466,0,0,0.0586,0.0214,0.0264,69.0093,0,0,0.0495,0.5549,0.3136,37.3557,-0.126002,0.08048
148.log,0,0,16.7361,59.5522,63.2639,2219.7455,0,0,0.0523,0.0278,0.0152,75.9919,0,0,0.0472,0.6611,0.3391,42.6631,-0.138665,0.08248
149.log,0,0,17.9274,60.1519,68.9613,2220.0044,0,0,0.0472,0.0067,0.039,83.4094,0,0,0.0492,0.3429,0.7189,47.6839,-0.15084,0.08484
150.log,0,0,18.1149,57.7399,77.3021,2220.2966,0,0,0.0416,0.0018,0.0545,90.8315,0,0,0.0508,0.3467,0.7395,52.1558,-0.162531,0.08749
151.log,0,0,17.6326,56.3714,84.8384,2220.6891,0,0,0.0363,0.0016,0.0735,97.8889,0,0,0.0555,0.353,0.7386,55.8339,-0.173747,0.09033
152.log,0,0,17.306,56.4899,91.4806,2221.0731,0,0,0.0314,0.0109,0.0952,104.2724,0,0,0.0647,0.3704,0.7214,58.5274,-0.184471,0.09329
153.log,0,0,16.7432,57.8922,97.5204,2221.4817,0,0,0.0268,0.0442,0.1183,109.7747,0,0,0.0757,0.4322,0.6944,60.1215,-0.194644,0.09628
154.log,0,0,16.4295,61.4832,103.1552,2221.9685,0,0,0.0231,0.1421,0.1413,114.2817,0,0,0.089,0.6091,0.6627,60.6057,-0.204206,0.09923
155.log,0,0,16.1623,67.8862,107.9348,2222.3803,0,0,0.0204,0.3576,0.1628,117.7392,0,0,0.1006,0.9686,0.6267,60.061,-0.213075,0.10204
156.log,0,0,16.1092,77.6161,112.2572,2222.7956,0,0,0.0207,0.6547,0.1813,120.1803,0,0,0.1098,1.4125,0.5909,58.6591,-0.221171,0.10468
157.log,0,7.0268,16.4032,89.5853,116.3279,2223.2248,0,0.0132,0.0322,0.8541,0.1957,121.7133,0,0.3226,0.1122,1.6531,0.5588,56.6516,-0.228402,0.10707
158.log,10.962,16.1761,18.2646,101.6092,119.9025,2223.5449,0.0128,0.1334,0.5681,0.8685,0.2057,122.5076,0.3217,0.4689,0.5082,1.5953,0.5307,54.3372,-0.234653,0.10916
159.log,13.5214,16.9951,22.318,112.488,123.169,2223.8414,0.0141,0.0195,0.5765,0.7439,0.212,122.7757,0.3229,0.2584,0.5338,1.3419,0.5087,52.0278,-0.239799,0.11092
160.log,15.3164,17.3903,24.1619,121.1251,126.0062,2224.0807,0.0156,0.0182,0.5208,0.551,0.2161,122.7421,0.3239,0.2771,0.4119,1.0111,0.4935,50.0072,-0.243725,0.11231
161.log,16.5017,17.482,25.021,126.7496,128.2025,2224.2427,0.0168,0.0189,0.4896,0.3612,0.22,122.6216,0.3245,0.3067,0.3272,0.7079,0.4866,48.4983,-0.246348,0.11327
162.log,17.0411,17.2739,25.3987,129.2475,129.4726,2224.3238,0.0175,0.0195,0.4751,0.2323,0.2288,122.5751,0.3256,0.3252,0.2848,0.5001,0.4967,47.652,-0.247653,0.11382
1.log,0,0,8.9173,20.129,56.5182,2217.241,0,0,0.0473,0.0107,0.0634,58.5718,0,0,0.0177,0.1554,0.1764,18.0554,-0.101626,0.05829
2.log,0,0,11.8025,28.9625,50.9157,2217.2777,0,0,0.0423,0.0072,0.0447,61.7875,0,0,0.0211,0.3,0.1803,21.2223,-0.108519,0.0591
3.log,0,0,13.8112,39.0667,46.4444,2217.3229,0,0,0.0384,0.0069,0.0287,66.3232,0,0,0.0237,0.4787,0.1874,24.7311,-0.115598,0.0603
4.log,0,0,14.953,43.5786,48.9899,2217.4083,0,0,0.0351,0.0161,0.0092,71.8313,0,0,0.0264,0.1888,0.6065,28.408,-0.122846,0.06183
5.log,0,0,14.8491,41.5867,57.6836,2217.5956,0,0,0.0315,0.0075,0.0144,78.0118,0,0,0.0274,0.1872,0.6829,32.0838,-0.130208,0.0636
6.log,0,0,14.3756,40.8361,65.3592,2217.8268,0,0,0.0283,0.0021,0.0226,84.5014,0,0,0.0334,0.1912,0.7184,35.5663,-0.137654,0.06558
7.log,0,0,13.7379,41.3172,72.1317,2218.0517,0,0,0.0254,0.0009,0.0335,90.9258,0,0,0.046,0.1977,0.7318,38.6817,-0.145125,0.06768
8.log,0,0,13.042,42.4787,78.2342,2218.3133,0,0,0.0227,0.0063,0.0462,97.0051,0,0,0.0637,0.2159,0.7315,41.2915,-0.152539,0.06986
9.log,0,0,12.8284,44.6321,83.7977,2218.5802,0,0,0.0208,0.0234,0.0603,102.5255,0,0,0.0886,0.2578,0.724,43.2917,-0.159822,0.07204
10.log,0,0,12.5208,47.9362,88.74,2218.8343,0,0,0.0196,0.063,0.0745,107.3359,0,0,0.1202,0.3471,0.7099,44.6245,-0.166888,0.07419
11.log,0,0,12.4803,53.1401,93.2318,2219.1067,0,0,0.0198,0.145,0.0878,111.3515,0,0,0.1596,0.5229,0.6928,45.2944,-0.173654,0.07624
12.log,0,1.8873,12.9161,60.9078,97.3656,2219.3566,0,0.0061,0.0214,0.2799,0.0994,114.5485,0,0.2894,0.2037,0.7932,0.6766,45.3706,-0.180032,0.07814
13.log,0,7.9054,13.8552,71.2832,101.0513,2219.5665,0,0.0068,0.0238,0.4237,0.1085,116.96,0,0.292,0.246,1.0588,0.6606,44.9656,-0.185927,0.07988
14.log,0,10.8544,15.0006,83.0263,104.4745,2219.7758,0,0.0076,0.0248,0.4926,0.1151,118.6638,0,0.2941,0.2757,1.1701,0.6475,44.2314,-0.191286,0.08141
15.log,0,12.9692,15.8956,94.2172,107.5888,2219.9356,0,0.0085,0.0231,0.4602,0.1196,119.7738,0,0.2959,0.2894,1.1071,0.6378,43.3416,-0.196232,0.0827
16.log,0,14.525,16.4855,103.4651,110.2684,2220.0519,0,0.0093,0.0193,0.3618,0.1226,120.4287,0,0.2973,0.294,0.9506,0.6305,42.4658,-0.200947,0.08374
17.log,0,15.6303,16.6602,109.7478,112.413,2220.1531,0,0.0098,0.0149,0.2476,0.1248,120.7844,0,0.2983,0.2962,0.7828,0.6256,41.7509,-0.203253,0.0845
18.log,0,16.296,16.59,113.0837,113.8322,2220.2147,0,0.0103,0.0117,0.1608,0.1268,120.9452,0,0.2979,0.2974,0.6637,0.6238,41.2671,-0.205356,0.08495
19.log,0,0,11.2416,19.9655,57.0735,2217.1976,0,0,0.0463,0.0129,0.0614,58.5601,0,0,0.0246,0.1529,0.1709,18.4188,-0.103195,0.0584
20.log,0,0,13.3973,28.7346,51.3995,2217.2526,0,0,0.0421,0.0084,0.0438,61.8655,0,0,0.0258,0.2849,0.1757,21.5866,-0.110005,0.0592
